1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,m,1962,Po,2001,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,No,na,na,45,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,No,Yes,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,,,,,,,,,,,,,na,na
475,w,1971,Ac,1992,2001,Ac,2001,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,No Po,Yes,na,na,na,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,conc,1993,1996,conc,1996,1999,mar,1999,na,,,,,,,Yes,Rather not
476,m,1990,na,na,na,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,No Po,No,na,na,na,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,na,na,na,,,,,,,,,,,,,No,na
477,w,1957,Mb,1980,2012,Ac,2004,2012,Ac+,2006,2008,Ac+,2008,2012,Ac+,2010,2011,Ac+,2011,2012,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,No Po,Yes,1980,1993,0,1993,2004,2,2004,2008,3,2008,0,7,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,,,,,,,,,,,,,na,na
478,m,1961,Ac,1978,,Ac,1982,1995,Ac,1986,1990,Ac+,1990,1995,Ac+,1990,1995,Ac+,1993,2003,Ac,1990,1995,Po,1995,na,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Yes,1978,1982,1.5,1982,1986,2.5,1986,1990,3.5,1990,1995,7,1995,na,65,Yes,No,Yes,No,No,No,No,Yes,Yes,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,conc,1982,1985,mar,1985,2012,,,,,,,,,,Yes,No
479,w,1980,Ad,2009,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ad,Ad,Ad,Ad,No Po,No,2011,2011,<1,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,conc,1999,2012,,,,,,,,,,,,,No,No
480,m,1980,Mb,2001,2012,Po,2006,2008,Po,2008,2012,Po+,2009,2012,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Po,Yes,2006,2008,21,2008,2009,45,2009,0,55,,,,,,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,mar,2009,2012,,,,,,,,,,,,,na,Yes
481,m,1978,Ad,2007,2011,Ad,2011,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ad,Ad,Ad,Ad,Ad,Ad,No Po,Yes,2007,2011,40,2011,2012,36,,,,,,,,,,Yes,No,Yes,No,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,mar,2004,2012,,,,,,,,,,,,,No,Rather
482,w,1959,Ad,1993,2011,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,.,No Po,Yes,1993,1997,57,1998,2007,50,2008,2010,45,2011,2011,39,,,,No,No,No,No,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,mar,1982,1983,mar,2008,2012,,,,,,,,,,No,No
483,m,1955,Po,2003,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Yes,na,na,100,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,na,na,na,,,,,,,,,,,,,No,Rather
484,m,1964,Ad,2002,2005,Ad,2005,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,No Po,Yes,2002,0,28,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,mar,2004,2012,,,,,,,,,,,,,Yes,Rather not
485,na,1987,Mb,2007,2010,Po,2008,2008,Mb,2010,2012,Po,2011,2012,Po,2012,2012,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Po,No,2007,2010,4,,,,,,,,,,,,,Yes,No,No,Yes,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,aut,2008,2012,,,,,,,,,,,,,No,Rather
486,w,1989,na,na,na,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,No Po,No,na,na,na,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,,,,,,,,,,,,,na,na
487,w,1961,Po,2001,2004,Ad+,2008,2012,Mb,1992,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Po,Po,Po,Po,Mb,Mb,Mb,Ad+,Ad+,Ad+,Ad+,Ad+,Po,No,1992,2001,<1,2001,2004,1.2,2004,2011,<1,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,mar,1999,2012,conc,1984,1999,,,,,,,,,,Yes,na
488,w,1958,Ad,1992,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,No Po,Yes,na,na,na,,,,,,,,,,,,,Yes,No,Yes,No,No,No,No,No,No,Yes,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,conc,1988,2012,,,,,,,,,,,,,No,Yes
489,m,1950,Mb,1967,,Ac,1975,1983,Ac+,na,na,Ac+,2010,2012,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac+,Ac+,Ac+,No Po,No,na,na,na,,1983,10,na,na,3,2010,2012,10,,,,Yes,No,No,No,Yes,No,No,Yes,No,Yes,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,mar,1974,2012,,,,,,,,,,,,,Yes,na
490,m,1952,Po+,2005,2012,Po,2001,2005,Ac,1970,2012,Ac,1973,2001,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Po,Po,Po,Po,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po,Yes,na,na,na,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,Yes,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,conc,1981,1998,conc,2002,2012,,,,,,,,,,No,Yes
491,w,1957,Mb,1990,2011,Ac,2011,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Ac,No Po,No,2011,2012,8,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,,,,,,,,,,,,,na,na
492,m,1988,Ac,2008,2012,Ac,2009,2012,Ac+,2008,2012,Ac,2012,2012,Ac+,2013,2013,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,No Po,No,2008,2009,2,2009,0,14,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,Yes,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,No,cél,,,,,,,,,,,,,,,No,No
493,m,1967,Mb,1985,2000,Ac,2000,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,No Po,No,1985,2000,<1,2000,2012,1.5,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,mar,2003,na,,,,,,,,,,,,,No,Rather not
494,m,1968,Mb,1984,1999,Mb,1999,2010,Ac,2010,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Ac,Ac,No Po,No,2010,2010,1.5,2011,2011,2,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,mar,1993,2012,,,,,,,,,,,,,Yes,na
495,m,1950,Mb,1966,2003,Ac+,2003,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,No Po,Yes,2003,0,1,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,mar,1972,2012,,,,,,,,,,,,,Yes,Rather not
496,m,1955,Mb,1971,1985,Ac,1985,1988,Ac+,1988,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Ac,Ac,Ac,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,No Po,Yes,1971,1985,<1,1985,1988,1,1988,2012,4,,,,,,,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,conc,1983,1985,mar,1985,1996,conc,2005,2008,mar,2008,2012,,,,Yes,No
497,m,1960,Mb,1976,1985,Ac,1985,2004,Po+,2005,2010,Po+,2011,2012,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po,No,1985,2004,2,2005,0,42,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,mar,1992,2012,,,,,,,,,,,,,Yes,No
498,w,1984,Ac+,2006,2008,Ac,2009,2012,Ac,2011,2012,Ac+,2009,2012,Ac+,2011,2012,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac+,Ac+,Ac+,Ac,Ac,Ac,Ac,No Po,No,2006,2008,<1,2009,2011,1,2011,0,2,,,,,,,Yes,No,No,No,Yes,No,No,Yes,No,Yes,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,mar,2012,2012,,,,,,,,,,,,,No,Yes
499,w,1983,Po,2008,2009,Po,2010,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po,Po,Po,Po,Po,Po,Yes,na,na,na,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,na,na,na,,,,,,,,,,,,,No,Yes
500,m,1968,Ac,1984,2000,Ac,2000,2010,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,.,.,No Po,na,na,na,na,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,,,,,,,,,,,,,na,na
501,m,1968,Mb,1985,2000,Mb,2000,2002,Mb,2002,2006,Mb,2006,2010,Ac,2011,2012,Ac,2009,2011,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Ac,Ac,No Po,No,2009,2011,1.5,2011,2012,2,,,,,,,,,,No,No,No,No,No,Yes,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,mar,1993,2012,,,,,,,,,,,,,Yes,Rather not
502,m,1942,Ac+,1959,1964,Ac+,1974,1991,Ac+,1988,1991,Ac+,1991,1998,Ac,1988,2002,Ac,2002,2012,Ac+,1999,2012,Ac+,2006,2012,.,.,.,.,.,.,.,.,.,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,.,.,.,.,.,.,.,.,.,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,No Po,Yes,1959,1962,4,1974,2012,10,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,mar,1964,2012,,,,,,,,,,,,,Yes,No
503,w,1959,Mb,1985,1998,Mb,1998,2010,Mb,2011,2012,Ac,2000,2009,Ac+,2005,2009,Po+,2009,2010,Po+,2011,2012,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Po,Yes,1985,2005,<1,2005,2009,<1,2009,2010,32,2010,0,36,,,,Yes,No,No,No,Yes,Yes,No,No,No,Yes,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,conc,1979,1985,conc,1985,1991,conc,1995,2012,,,,,,,Yes,Yes
504,w,1953,Ac+,1981,1985,Ac+,1991,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac+,Ac+,Ac+,Ac+,Ac+,.,.,.,.,.,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,No Po,Yes,1981,1985,4,1991,na,1,1999,2006,6,2007,2012,2,,,,Yes,No,No,Yes,No,Yes,Yes,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,conc,1977,1981,mar,1985,1992,,,,,,,,,,Yes,Yes
505,w,1977,Mb,1996,1998,Mb,1999,2001,Mb,2002,2010,Ac,2011,2012,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Ac,Ac,No Po,No,2010,2012,4,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,conc,1996,2012,,,,,,,,,,,,,No,Yes
506,m,1978,Ac+,2011,2012,Ac+,2011,2012,Ac+,2011,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac+,Ac+,No Po,Yes,2011,2011,6,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,mar,2011,2012,conc,2007,2011,,,,,,,,,,No,No
507,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,No Po,na,na,na,na,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,,,,,,,,,,,,,na,Rather
508,w,1957,Ac,2006,2007,Ac+,2007,2011,Ac+,2011,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac+,Ac+,Ac+,Ac+,Ac+,No Po,Yes,na,na,na,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Yes,No,Yes,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,conc,1976,1979,mar,1984,2012,,,,,,,,,,Yes,Yes
509,m,1954,na,na,na,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,No Po,No,na,na,na,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,na,na,na,,,,,,,,,,,,,na,na
510,w,1977,Mb,2006,2012,Po,2007,2011,Mb,2007,2012,Po+,2011,2012,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Po,No,na,na,<1,,,40,na,na,<1,,,40,,,,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Parti socialiste suisse (PSS),Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,concmar,2001,2006,mar,2007,2012,,,,,,,,,,Yes,na
511,w,1952,Mb,1992,2012,Ac,1998,2012,Ac+,2003,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,No Po,No,na,na,na,,,,,,,,,,,,,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Parti chrétien Social Indépendant (PCSI),No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,mar,1972,1996,conc,2000,2012,,,,,,,,,,Yes,Rather not
512,w,1962,Mb,2000,2011,Ac+,2011,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Ac+,No Po,No,2000,2011,0,2011,0,7,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Union démocratique du centre (UDC),No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,mar,1989,2012,,,,,,,,,,,,,Yes,na
513,w,1972,Po,1998,2012,Mb,1992,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,No,na,na,40,,,,,,,,,,,,,Yes,No,No,No,No,Yes,Yes,No,No,Yes,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,,,,,,,,,,,,,na,na
